Date,Open,High,Low,Close,Volume
1980-12-12 00:00:00-05:00,0.09872594475746155,0.09915516417440577,0.09872594475746155,0.09872594475746155,469033600
1980-12-15 00:00:00-05:00,0.0940045478986343,0.0940045478986343,0.09357532858848572,0.09357532858848572,175884800
1980-12-16 00:00:00-05:00,0.08713630637747925,0.08713630637747925,0.08670709282159805,0.08670709282159805,105728000
1980-12-17 00:00:00-05:00,0.08885318785905838,0.08928240722226835,0.08885318785905838,0.08885318785905838,86441600
1980-12-18 00:00:00-05:00,0.09142926335334778,0.09185847699877044,0.09142926335334778,0.09142926335334778,73449600
1980-12-19 00:00:00-05:00,0.09700904041528702,0.09743825966349544,0.09700904041528702,0.09700904041528702,48630400
1980-12-22 00:00:00-05:00,0.10173046588897705,0.10216045324927195,0.10173046588897705,0.10173046588897705,37363200
1980-12-23 00:00:00-05:00,0.10602336376905441,0.10645258305165159,0.10602336376905441,0.10602336376905441,46950400
1980-12-24 00:00:00-05:00,0.11160319298505783,0.11203241231737682,0.11160319298505783,0.11160319298505783,48003200
1980-12-26 00:00:00-05:00,0.12190512567758559,0.12233434490262861,0.12190512567758559,0.1219051256775856,55574400
1980-12-29 00:00:00-05:00,0.12362194061279295,0.12405115966248834,0.12362194061279295,0.12362194061279297,93161600
1980-12-30 00:00:00-05:00,0.12104666441629373,0.12104666441629373,0.12061745673418046,0.12061745673418045,68880000
1980-12-31 00:00:00-05:00,0.11761300150829238,0.11761300150829238,0.11718378216028214,0.11718378216028214,35750400
1981-01-02 00:00:00-05:00,0.11847138404846191,0.11932982242063311,0.11847138404846191,0.11847138404846191,21660800
1981-01-05 00:00:00-05:00,0.11632536588906306,0.11632536588906306,0.11589615792036057,0.11589615792036057,35728000
1981-01-06 00:00:00-05:00,0.11117397131312769,0.11117397131312769,0.11074475198984146,0.11074475198984146,45158400
1981-01-07 00:00:00-05:00,0.10645258305165159,0.10645258305165159,0.10602336376905441,0.10602336376905441,55686400
1981-01-08 00:00:00-05:00,0.10430651386993535,0.10430651386993535,0.10387730598449707,0.10387730598449707,39827200
1981-01-09 00:00:00-05:00,0.10945704579353333,0.10988626488276022,0.10945704579353333,0.10945704579353333,21504000
